id,target
boostcamp-sts-v1-test-000,2.887688053713179
boostcamp-sts-v1-test-001,4.332029417070735
boostcamp-sts-v1-test-002,2.050615713430438
boostcamp-sts-v1-test-003,0.22162283483859735
boostcamp-sts-v1-test-004,3.7062411086051963
boostcamp-sts-v1-test-005,3.077248541966062
boostcamp-sts-v1-test-006,4.064673912585735
boostcamp-sts-v1-test-007,1.7592377264587475
boostcamp-sts-v1-test-008,0.5030010080161653
boostcamp-sts-v1-test-009,4.807657182961833
boostcamp-sts-v1-test-010,1.6606838001027886
boostcamp-sts-v1-test-011,2.4395256765049473
boostcamp-sts-v1-test-012,3.309975824282912
boostcamp-sts-v1-test-013,2.1351625075546923
boostcamp-sts-v1-test-014,1.5648588866883597
boostcamp-sts-v1-test-015,4.223836397808301
boostcamp-sts-v1-test-016,4.839870129466322
boostcamp-sts-v1-test-017,2.498700425136045
boostcamp-sts-v1-test-018,4.84618312478177
boostcamp-sts-v1-test-019,4.251769713955995
boostcamp-sts-v1-test-020,3.0432671736006993
boostcamp-sts-v1-test-021,2.5369990860258973
boostcamp-sts-v1-test-022,2.014116750217511
boostcamp-sts-v1-test-023,0.834818421427131
boostcamp-sts-v1-test-024,1.5904564963002799
boostcamp-sts-v1-test-025,1.9744052378927248
boostcamp-sts-v1-test-026,1.34661551494897
boostcamp-sts-v1-test-027,1.1667364287829618
boostcamp-sts-v1-test-028,3.6436191566340197
boostcamp-sts-v1-test-029,3.062982887679729
boostcamp-sts-v1-test-030,4.159900759042591
boostcamp-sts-v1-test-031,1.2588376763591742
boostcamp-sts-v1-test-032,2.1221764366943403
boostcamp-sts-v1-test-033,2.6735510166511514
boostcamp-sts-v1-test-034,2.6867699393715565
boostcamp-sts-v1-test-035,0.8646579214334227
boostcamp-sts-v1-test-036,3.3096281037633117
boostcamp-sts-v1-test-037,0.6621836992549948
boostcamp-sts-v1-test-038,1.841102946012323
boostcamp-sts-v1-test-039,2.892839427146466
boostcamp-sts-v1-test-040,0.5769650596394436
boostcamp-sts-v1-test-041,3.8151979440905106
boostcamp-sts-v1-test-042,0.6610118695166678
boostcamp-sts-v1-test-043,1.4234773670947136
boostcamp-sts-v1-test-044,2.5237426187723373
boostcamp-sts-v1-test-045,4.933096098170808
boostcamp-sts-v1-test-046,2.400353702599793
boostcamp-sts-v1-test-047,1.955090219907762
boostcamp-sts-v1-test-048,0.4616579678684065
boostcamp-sts-v1-test-049,3.4248531535360254
boostcamp-sts-v1-test-050,0.11705909399903325
boostcamp-sts-v1-test-051,1.197872501910149
boostcamp-sts-v1-test-052,2.824184003123672
boostcamp-sts-v1-test-053,3.056232588653233
boostcamp-sts-v1-test-054,3.9821559523888803
boostcamp-sts-v1-test-055,1.6354168300207625
boostcamp-sts-v1-test-056,3.5826894052666596
boostcamp-sts-v1-test-057,1.3308402422918635
boostcamp-sts-v1-test-058,2.068108744088117
boostcamp-sts-v1-test-059,3.509503587390134
boostcamp-sts-v1-test-060,4.151624209826262
boostcamp-sts-v1-test-061,3.6044316800214338
boostcamp-sts-v1-test-062,1.687014110979957
boostcamp-sts-v1-test-063,1.8238428219309921
boostcamp-sts-v1-test-064,2.3764530812990765
boostcamp-sts-v1-test-065,4.183407437526423
boostcamp-sts-v1-test-066,3.0672538462816923
boostcamp-sts-v1-test-067,1.0152753352699293
boostcamp-sts-v1-test-068,2.2499812888591597
boostcamp-sts-v1-test-069,2.5976199953940253
boostcamp-sts-v1-test-070,0.4998765731994399
boostcamp-sts-v1-test-071,2.997871325289338
boostcamp-sts-v1-test-072,4.509660087424088
boostcamp-sts-v1-test-073,4.413794766049689
boostcamp-sts-v1-test-074,0.5701228642789027
boostcamp-sts-v1-test-075,2.076253485934851
boostcamp-sts-v1-test-076,2.5796623793842244
boostcamp-sts-v1-test-077,2.375609989334017
boostcamp-sts-v1-test-078,2.339247497540839
boostcamp-sts-v1-test-079,3.8922071380570715
boostcamp-sts-v1-test-080,1.438224779945262
boostcamp-sts-v1-test-081,3.3822689706960944
boostcamp-sts-v1-test-082,1.4442990329930379
boostcamp-sts-v1-test-083,2.0871052339472556
boostcamp-sts-v1-test-084,0.9399437447793793
boostcamp-sts-v1-test-085,4.663302679799005
boostcamp-sts-v1-test-086,3.5470287710620134
boostcamp-sts-v1-test-087,0.8803312088046686
boostcamp-sts-v1-test-088,4.024790254984341
boostcamp-sts-v1-test-089,3.7194550389258225
boostcamp-sts-v1-test-090,4.663964214303398
boostcamp-sts-v1-test-091,2.1599664699615464
boostcamp-sts-v1-test-092,1.0547002079184038
boostcamp-sts-v1-test-093,2.203760320771167
boostcamp-sts-v1-test-094,4.468254331103101
boostcamp-sts-v1-test-095,1.7074480308523632
boostcamp-sts-v1-test-096,2.648596416302603
boostcamp-sts-v1-test-097,3.1255422564930564
boostcamp-sts-v1-test-098,0.6063544335378608
boostcamp-sts-v1-test-099,3.5738948174189753
boostcamp-sts-v1-test-100,1.5494741569079193
boostcamp-sts-v1-test-101,4.907622774013555
boostcamp-sts-v1-test-102,4.409495995116116
boostcamp-sts-v1-test-103,3.378215637869167
boostcamp-sts-v1-test-104,3.9699576746134406
boostcamp-sts-v1-test-105,0.7898223757992755
boostcamp-sts-v1-test-106,3.7311745485215155
boostcamp-sts-v1-test-107,3.580994422847489
boostcamp-sts-v1-test-108,2.425284070085791
boostcamp-sts-v1-test-109,3.684251467625414
boostcamp-sts-v1-test-110,3.0037039318586447
boostcamp-sts-v1-test-111,0.3614323232173935
boostcamp-sts-v1-test-112,0.4366236198954718
boostcamp-sts-v1-test-113,3.2139353066466683
boostcamp-sts-v1-test-114,1.387292988121684
boostcamp-sts-v1-test-115,2.3500598900656797
boostcamp-sts-v1-test-116,0.5996498563502519
boostcamp-sts-v1-test-117,4.805647519106924
boostcamp-sts-v1-test-118,2.912469558520152
boostcamp-sts-v1-test-119,3.670429601505111
boostcamp-sts-v1-test-120,4.123085458854584
boostcamp-sts-v1-test-121,2.123563087555963
boostcamp-sts-v1-test-122,2.027498438164155
boostcamp-sts-v1-test-123,3.5412823061755354
boostcamp-sts-v1-test-124,3.0580856040985003
boostcamp-sts-v1-test-125,1.7763100965397376
boostcamp-sts-v1-test-126,3.6445123045608954
boostcamp-sts-v1-test-127,4.569796531785567
boostcamp-sts-v1-test-128,3.7530528221457713
boostcamp-sts-v1-test-129,4.737649146755211
boostcamp-sts-v1-test-130,2.943434043773955
boostcamp-sts-v1-test-131,3.9169123911427395
boostcamp-sts-v1-test-132,4.77266509962681
boostcamp-sts-v1-test-133,2.740572781393946
boostcamp-sts-v1-test-134,4.755835608368814
boostcamp-sts-v1-test-135,3.2491103653758984
boostcamp-sts-v1-test-136,1.1467135743815886
boostcamp-sts-v1-test-137,3.736782280576212
boostcamp-sts-v1-test-138,2.628591011107129
boostcamp-sts-v1-test-139,2.529514336683886
boostcamp-sts-v1-test-140,4.054083847152303
boostcamp-sts-v1-test-141,1.221789901943599
boostcamp-sts-v1-test-142,2.880531847781414
boostcamp-sts-v1-test-143,4.69621325917309
boostcamp-sts-v1-test-144,0.9410045361411756
boostcamp-sts-v1-test-145,0.5565632349623195
boostcamp-sts-v1-test-146,0.5432962748938288
boostcamp-sts-v1-test-147,1.0825500836871877
boostcamp-sts-v1-test-148,0.7810628905689332
boostcamp-sts-v1-test-149,3.9860757677604557
boostcamp-sts-v1-test-150,2.0108166224560353
boostcamp-sts-v1-test-151,4.774424181990218
boostcamp-sts-v1-test-152,1.895365626380412
boostcamp-sts-v1-test-153,2.102685803749564
boostcamp-sts-v1-test-154,1.1480201891833395
boostcamp-sts-v1-test-155,1.633218046028036
boostcamp-sts-v1-test-156,4.734999832089919
boostcamp-sts-v1-test-157,4.871018829771473
boostcamp-sts-v1-test-158,4.4723660592301915
boostcamp-sts-v1-test-159,1.7995849542993312
boostcamp-sts-v1-test-160,4.164867867885187
boostcamp-sts-v1-test-161,0.9170474533450597
boostcamp-sts-v1-test-162,3.1975975303094506
boostcamp-sts-v1-test-163,1.673380200773574
boostcamp-sts-v1-test-164,3.3172445678047646
boostcamp-sts-v1-test-165,4.64689876919328
boostcamp-sts-v1-test-166,0.5325495501442954
boostcamp-sts-v1-test-167,3.879751026408996
boostcamp-sts-v1-test-168,0.7813212935407694
boostcamp-sts-v1-test-169,4.0774559472810425
boostcamp-sts-v1-test-170,3.2062099296512483
boostcamp-sts-v1-test-171,3.063450837173149
boostcamp-sts-v1-test-172,4.365435629075435
boostcamp-sts-v1-test-173,1.309935104723159
boostcamp-sts-v1-test-174,4.191718877085339
boostcamp-sts-v1-test-175,1.9831022772348206
boostcamp-sts-v1-test-176,0.2026489863330534
boostcamp-sts-v1-test-177,4.600785129341556
boostcamp-sts-v1-test-178,1.6596231653887596
boostcamp-sts-v1-test-179,4.098718221310731
boostcamp-sts-v1-test-180,2.658776514744735
boostcamp-sts-v1-test-181,2.3984022992049794
boostcamp-sts-v1-test-182,2.1518448588776606
boostcamp-sts-v1-test-183,1.0332256780571725
boostcamp-sts-v1-test-184,3.270431972209792
boostcamp-sts-v1-test-185,4.064574657757885
boostcamp-sts-v1-test-186,2.720959980607397
boostcamp-sts-v1-test-187,3.6428293061551718
boostcamp-sts-v1-test-188,0.18921442128112753
boostcamp-sts-v1-test-189,3.464017244577383
boostcamp-sts-v1-test-190,2.675789075031133
boostcamp-sts-v1-test-191,1.2073608509255107
boostcamp-sts-v1-test-192,1.477970579524131
boostcamp-sts-v1-test-193,2.2049193815556003
boostcamp-sts-v1-test-194,2.201695683518215
boostcamp-sts-v1-test-195,1.7713976595832537
boostcamp-sts-v1-test-196,1.456057888879643
boostcamp-sts-v1-test-197,4.035240561731163
boostcamp-sts-v1-test-198,3.803130237495001
boostcamp-sts-v1-test-199,1.0696613553488517
boostcamp-sts-v1-test-200,3.0985274488383423
boostcamp-sts-v1-test-201,3.6855407758026235
boostcamp-sts-v1-test-202,4.44438962855167
boostcamp-sts-v1-test-203,0.44633095563544467
boostcamp-sts-v1-test-204,2.371091897974414
boostcamp-sts-v1-test-205,2.088324130748777
boostcamp-sts-v1-test-206,1.8278775268376326
boostcamp-sts-v1-test-207,2.0560319893517183
boostcamp-sts-v1-test-208,0.866975654551398
boostcamp-sts-v1-test-209,3.2002602638968796
boostcamp-sts-v1-test-210,1.574834924753515
boostcamp-sts-v1-test-211,2.4674872568335977
boostcamp-sts-v1-test-212,1.1913244872865056
boostcamp-sts-v1-test-213,1.0654461750854394
boostcamp-sts-v1-test-214,4.124151762581333
boostcamp-sts-v1-test-215,3.1952378164320923
boostcamp-sts-v1-test-216,3.609374058505187
boostcamp-sts-v1-test-217,2.122697591490931
boostcamp-sts-v1-test-218,1.9410095428467034
boostcamp-sts-v1-test-219,0.6479149047245976
boostcamp-sts-v1-test-220,3.671469725267654
boostcamp-sts-v1-test-221,3.397241112126179
boostcamp-sts-v1-test-222,3.849009423524449
boostcamp-sts-v1-test-223,2.778317371953365
boostcamp-sts-v1-test-224,4.610517702093075
boostcamp-sts-v1-test-225,3.645947034495175
boostcamp-sts-v1-test-226,3.9001347976167944
boostcamp-sts-v1-test-227,2.9288394928889434
boostcamp-sts-v1-test-228,2.869891262081807
